id,text,user_1,user_2,category_1,category_2
281,"Now, a bit more than 50 years later, as a staff scientist for the NRDC focusing on forest ecology and climate change, I find myself wandering around a different national forest every other month with a curiosity I didn’t tap into until graduate school. Growing up, we visited the South Bronx often. The food, noise, loud accents, people that looked like me…it felt like a home I had forgotten about. When we visited dad’s backyard, hikes or camping did not feel like part of the culture. Rather, when I think back to those visits, I remember sitting in my grandmother’s kitchen, eating pizza and asopao. I remember sitting on the plastic-covered couch playing games with my brother while the window-unit air conditioner hummed in the background. I remember looking out of the window from the 20th floor at the street below, where a parked car honked at a vehicle trying to double-park. I remember visiting my Tía Rosa’s apartment, where everyone talked over each other in Spanish at the top of their lungs. I don’t remember thinking about “wilderness.”",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
282,factoring constraints into the equation. This raises the issues of economic,ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
283,Gore's graphs imply that increases in atmospheric carbon dioxide historically have preceded increases in global temperature. But a 2005 study in the journal Science reported that higher temperatures may actually have preceded increased carbon dioxide levels in the pastthe opposite of the global warming hypothesis.,ty_pham-swann@brown.edu,william_kattrup@brown.edu,2,2
284,"December 2, 2009: "" CLIMATE CHANGE 'FRAUD' , by John Ingham , The Daily Express , London, England. ""In a controversial talk just days before the start of a climate summit attended by world leaders in Copenhagen, Prof Plimer said Governments were treating the public like fools and using climate change to increase taxes."" ""The Climate Research Unit also admitted getting rid of much of its raw climate data, which means other scientists cannot check the subsequent research. Last night the head of the CRU, Professor Phil Jones, said he would stand down while an independent review took place."" Read whole piece. Professor Plimer will present at the Copenhagen Climate Challenge Conference on Tuesday, December 8, 2009 to be held at the Danish Writers Union, Dansk Forfatterforening Strandgade 6, 1401 Kbenhavn K (Copenhagen, Demmark).",ty_pham-swann@brown.edu,william_kattrup@brown.edu,2,2
285,"Later, Dr Pachauri would unilaterally drop Tata from the title and now, according to sources, Tata, one of Indias largest conglomerates, wants little to do with him.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
287,"Our first urgent task is to find out how much is leaking and where it’s coming from, so we can stop it.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
288,"The model is the Hadley Center model. Pat Michaels demonstrates the model's poor performance in P. Michaels, Meltdown: The Predictable Distortion of Global Warming by Scientists, Politicians, and the Media (Washington, DC: Cato, 2004). Michaels critiques the PNAS study here: www.co2andclimate.org/wca/2004/wca 23bpf.html.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,2,2
290,"“I have deep roots in the state,” she said. “Our house was right on the water and I was always off exploring the nearby salt marshes and sea-grass beds.”",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
291,"HAYDEN: You should be nice to Moose, mister. He doesnt take disagreement well.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
292,"Cross-scale Interactions, Nonlinearities, and Forecasting Catastrophic Events",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
293,"The press and global warming enthusiasts have been hyping the loss of Arctic sea ice, but the models simulate it so poorly that the authors concluded that natural variability causes the bulk of the ice loss.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,2,2
294,Facebook,ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
295,Carbon taxes are bad for the economy as economic analysis by both the Heritage Foundation and the U.S. Energy Information Administration have projected.,ty_pham-swann@brown.edu,william_kattrup@brown.edu,1,1
296,"Chairman Markey and Members of the Committee, thank you for inviting me to testify today on the important topic of the outcomes of the global warming talks in Bali last week. My name is Myron Ebell. I have served as director of energy and global warming policy at the Competitive Enterprise Institute (CEI) since 1999. CEI is a non-profit, non-partisan public policy institute that concentrates on regulatory issues from a free-market perspective. CEI does not accept government funding. CEI is an NGO accredited to the United Nations Framework Convention on Climate Change, and CEI's President, Fred Smith, attended the 1992 Earth Summit in Rio de Janeiro. CEI has sent NGO participants to many of the succeeding Conferences of the Parties, including COP-3 in Kyoto in 1997. I have been an observer of the Kyoto process from the beginning, and, although I did not attend this year's COP in Bali, I have attended several previous COPs since joining CEI.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
297,"Shock, Shock ... the Climate Catastrophe Lobby is Telling Fibs",ty_pham-swann@brown.edu,william_kattrup@brown.edu,2,2
298,"Long-term monitoring allows VVCR and our partners to track changes in the size, location and even reproductive success of these bird populations—information that is critical for guiding management actions.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
299,Figure 2. Projected global sea level rise from the IPCC?s business-as-usual (A1B) scenario (black curve) and the Kerry-Lieberman emissions scenario (red curve).,ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
300,"May 9, 2018 production: Part 1 | Part 2 | Part 3 | Part 4 | Part 5 | Part 6 | Part 7 | Part 8 [PDF]",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
301,Español,ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
302,EARTHS ENERGY IMBALANCE (ABSOLUTE) IN CMIP5 MODELS,ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
303,"Don Easterbrook, writing on Watts Up With That , shows a graph of a Greenland ice core derived temperatures for the last 10,000 years, which shows that the majority of that period was warmer than today (2010 ranks about 9000th):",ty_pham-swann@brown.edu,william_kattrup@brown.edu,2,2
305,"These concerns may be part of the reason Democrats on the Hill backed off as soon as practical questions about the event were being raised. Unlike Inhofe, Senate Minority Leader Mitch McConnell, R-KY, merely refused to let Reid's bill on Gore's concerts clear the Senate with ""unanimous consent."" According to The Hill, McConell wasn't necessarily opposed to hosting the concert at the Capitol, but ""wanted more time for his side to look at the resolution."" Reid soon backed off, and Gore announced that the concert would be in New Jersey. The fact that Reid and Gore didn't push harder suggests that they may never have wanted an actual concert on the Capitol grounds, but merely an issue to beat-up Republicans with.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
